date,SOX_price,SOX_return,SOX_log_return,XLI_price,XLI_return,XLI_log_return,SPY_price,SPY_return,SPY_log_return,XLK_price,XLK_return,XLK_log_return
1990-01-01,101.77004324562375,0.0177004324562375,0.017545604150548514,108.74882168048876,0.08748821680488751,0.08387064880005932,105.61509121571595,0.05615091215715956,0.054631084313251484,100.62473908596037,0.006247390859603734,0.00622795681271907
1990-02-01,111.37505097102141,0.09437951895348806,0.09018755330449735,116.62689461570224,0.07244283490592457,0.0699390696124808,118.70264253276605,0.12391743610123991,0.11682029334757421,105.33093141643496,0.04676973449296849,0.04570897884947062
1990-03-01,119.25824162952337,0.0707805795801888,0.06838789613443652,123.58294285627358,0.05964360333431021,0.057932628318740825,126.42193565729352,0.06503050782880992,0.06300344459975166,112.94960424116537,0.07233082174702611,0.06983461741664866
1990-04-01,117.16069639962299,-0.017588262255420643,-0.017744773630730487,118.10515264338373,-0.0443248079895662,-0.04533718097258936,126.6814078244612,0.002052429950693553,0.002050326593845764,111.3847187977205,-0.01385472267882953,-0.013951595150662431
1990-05-01,105.93073462192844,-0.09585093058332737,-0.10076103238723343,115.63064235987342,-0.020951755517238574,-0.021174358316721566,118.12730629346879,-0.06752452216860093,-0.06991242504168835,104.59005597022863,-0.06100175051688423,-0.06294166401084536
1990-06-01,105.82551225696,-0.0009933128977531649,-0.000993806559944017,118.04320750783346,0.02086441014875179,0.020649729334064983,121.90973188984596,0.032019908986837695,0.03151795852720183,102.36602521175597,-0.021264265879212485,-0.02149360739429451
1990-07-01,109.68544056853271,0.036474459034039425,0.03582501104068197,121.86991433337113,0.03241784856857386,0.03190347713652626,127.99704950332588,0.04993299155952745,0.048726344570649935,106.87623739325535,0.044059659170798876,0.04311663262736092
1990-08-01,120.23597780526568,0.09618904005897538,0.0918396554581818,125.1740075627361,0.02711163987796636,0.02675062988557215,134.30586001089682,0.04928871823257927,0.048112523415721996,113.58440152355233,0.0627657213044843,0.060874681188498536
1990-09-01,133.5865668813488,0.11103655760762199,0.10529341525350432,140.02150270573122,0.11861484210732565,0.11209117178444987,146.4387666686468,0.09033787994630757,0.08648762980879872,122.39512093278766,0.07756980087981867,0.07470832129651002
1990-10-01,142.4582061416142,0.06641116294383981,0.06429895770439299,149.31100807936798,0.06634342007569767,0.06423543153152314,150.117409697306,0.02512069114173173,0.024810353114031958,132.0246610361142,0.0786758494124495,0.07573422354423244
1990-11-01,154.46602941651548,0.08429014796778098,0.08092553137870921,158.6341635185787,0.06244117938213183,0.060569259702458265,152.80714141028648,0.017917520149088838,0.0177588933813656,135.87589819425008,0.0291705892513702,0.028753224697057954
1990-12-01,151.67935956279973,-0.0180406647613213,-0.018205381629006524,152.97402364110326,-0.03568045969374403,-0.0363325659500055,151.00702530842696,-0.01178031396468729,-0.011850251664565978,132.41427126307204,-0.025476386741004282,-0.02580652917468359
1991-01-01,144.43743039411368,-0.04774498777922177,-0.04892241008172005,144.44962956846948,-0.05572445484360879,-0.057337264373043394,144.2643891800372,-0.044651141989044144,-0.04567870885932251,122.9938821741874,-0.07114330652599238,-0.07380081097592317
1991-02-01,155.12503944710394,0.07399473269378956,0.07138509169269999,148.8508365559401,0.030468800789720692,0.03001384509162816,156.55388457649147,0.08518731106342103,0.08175260901719593,134.4350364843121,0.09302214149091913,0.08894646652894506
